Date,Time,State,City,Location_Zone,Ride_Request,Available_Vehicle,Completed_Rides,Cancelled_Rides,Average_Wait_Time,Surge_Multiplier
2026-06-26,11:00:00,Maharashtra,Mumbai,Thane,88,121,79,9,5.57,1.0
2026-06-22,10:00:00,Maharashtra,Mumbai,Lower Parel,114,147,107,7,5.63,1.02
2026-06-02,10:00:00,Maharashtra,Mumbai,Powai,107,144,96,11,6.24,1.0
2026-06-06,00:00:00,Maharashtra,Mumbai,Bandra,62,144,61,1,3.88,1.02
2026-05-27,02:00:00,,,Andheri,34,125,32,2,,1.0
2026-07-15,12:00:00,Maharashtra,Mumbai,Powai,126,130,115,11,5.48,1.11
2026-05-24,17:00:00,Maharashtra,Mumbai,Dadar,106,124,101,5,6.34,1.0
2026-07-19,10:00:00,Maharashtra,Mumbai,Powai,79,135,74,5,4.82,1.0
2026-05-27,05:00:00,Maharashtra,Mumbai,Kurla,73,190,66,7,5.02,1.0
2026-06-15,17:00:00,Maharashtra,Mumbai,Kurla,298,248,254,44,6.9,1.18
2026-05-20,09:00:00,Maharashtra,Mumbai,Thane,126,140,115,11,6.15,1.07
2026-05-18,09:00:00,Maharashtra,Mumbai,Kurla,,233,220,17,5.93,1.09
2026-05-11,09:00:00,Maharashtra,Mumbai,Bandra,159,142,145,14,7.2,1.1
2026-07-22,14:00:00,Maharashtra,Mumbai,Borivali,176,176,169,7,6.39,1.08
2026-05-23,16:00:00,Maharashtra,Mumbai,Thane,66,125,63,3,4.84,1.0
2026-07-02,08:00:00,Maharashtra,Mumbai,Powai,176,143,160,16,7.13,1.12
2026-06-02,15:00:00,Maharashtra,Mumbai,Borivali,134,171,121,13,5.39,1.01
,00:00:00,Maharashtra,Mumbai,Kurla,68,182,61,7,5.76,1.0
2026-07-22,10:00:00,Maharashtra,Mumbai,Bandra,71,108,67,4,5.25,1.0
2026-07-17,13:00:00,Maharashtra,Mumbai,Bandra,108,126,101,7,5.53,1.04
2026-05-25,12:00:00,Maharashtra,Mumbai,Lower Parel,156,155,143,13,6.89,1.04
2026-06-16,01:00:00,Maharashtra,Mumbai,Powai,50,137,45,5,4.21,1.0
2026-07-01,23:00:00,Maharashtra,Mumbai,Lower Parel,121,188,114,7,5.81,1.0
2026-07-14,09:00:00,Maharashtra,Mumbai,Borivali,226,211,204,22,6.51,1.09
2026-07-19,10:00:00,Maharashtra,Mumbai,Borivali,115,184,100,15,3.43,1.02
2026-06-09,19:00:00,,Mumbai,Bandra,193,146,181,12,,1.16
2026-07-05,23:00:00,Maharashtra,Mumbai,Bandra,98,119,90,8,4.81,1.08
2026-06-18,15:00:00,Maharashtra,Mumbai,Powai,106,119,96,10,5.79,1.07
2026-07-10,07:00:00,Maharashtra,Mumbai,Thane,164,145,148,16,6.04,1.14
2026-07-09,22:00:00,Maharashtra,Mumbai,Dadar,73,109,69,4,4.66,1.0
2026-06-21,06:00:00,Maharashtra,Mumbai,Dadar,58,82,55,3,5.18,1.0
2026-07-06,05:00:00,Maharashtra,Mumbai,Lower Parel,71,151,63,8,5.29,1.02
2026-05-03,05:00:00,Maharashtra,Mumbai,Lower Parel,72,155,68,4,4.32,1.0
2026-05-29,02:00:00,Maharashtra,Mumbai,Borivali,48,167,43,5,5.07,1.0
2026-05-20,22:00:00,Maharashtra,Mumbai,Dadar,66,106,63,3,6.06,1.01
2026-06-29,00:00:00,Maharashtra,Mumbai,Andheri,57,113,53,4,5.14,1.03
2026-07-25,15:00:00,Maharashtra,Mumbai,Powai,80,127,71,9,5.34,1.0
2026-06-17,01:00:00,Maharashtra,Mumbai,Andheri,59,144,56,3,4.66,1.08
2026-05-23,04:00:00,Maharashtra,Mumbai,Lower Parel,48,137,47,1,5.06,1.03
2026-06-14,03:00:00,Maharashtra,Mumbai,Bandra,45,89,44,1,5.04,1.0
2026-06-28,12:00:00,Maharashtra,Mumbai,Kurla,173,206,162,11,6.49,1.01
2026-07-16,02:00:00,Maharashtra,Mumbai,Thane,44,128,40,4,5.03,1.01
2026-06-24,03:00:00,Maharashtra,Mumbai,Borivali,58,184,47,11,4.75,1.0
2026-07-07,17:00:00,Maharashtra,Mumbai,Kurla,345,234,308,37,7.1,1.25
2026-07-21,05:00:00,Maharashtra,Mumbai,Dadar,36,100,32,4,5.05,1.01
2026-07-20,10:00:00,Maharashtra,Mumbai,Borivali,107,177,99,8,5.15,1.0
2026-07-26,22:00:00,Maharashtra,Mumbai,Thane,68,121,63,5,4.46,1.0
2026-06-28,21:00:00,Maharashtra,Mumbai,Kurla,144,185,125,19,5.82,1.05
2026-07-13,07:00:00,Maharashtra,Mumbai,Borivali,239,192,217,22,7.18,1.14
2026-05-29,07:00:00,Maharashtra,Mumbai,Andheri,178,161,162,16,5.92,1.13
2026-07-21,15:00:00,Maharashtra,Mumbai,Andheri,88,137,82,6,5.65,1.04
2026-05-24,00:00:00,Maharashtra,Mumbai,Andheri,53,135,50,3,4.88,1.03
,06:00:00,Maharashtra,Mumbai,Bandra,65,120,63,2,5.22,1.02
2026-07-10,17:00:00,Maharashtra,Mumbai,Kurla,285,210,255,30,7.31,1.22
2026-05-22,03:00:00,Maharashtra,Mumbai,Lower Parel,52,143,52,0,6.33,1.05
2026-06-07,03:00:00,Maharashtra,Mumbai,Bandra,47,115,41,6,4.11,1.02
2026-05-21,03:00:00,Maharashtra,Mumbai,Kurla,71,200,65,6,5.94,1.05
2026-05-01,09:00:00,Maharashtra,Mumbai,Kurla,272,220,247,25,7.0,1.18
2026-07-07,22:00:00,Maharashtra,Mumbai,Lower Parel,114,155,105,9,5.46,1.0
2026-06-18,13:00:00,Maharashtra,Mumbai,Lower Parel,144,171,134,10,6.6,1.04
2026-07-24,01:00:00,Maharashtra,Mumbai,Dadar,40,67,35,5,5.35,1.0
2026-05-05,23:00:00,Maharashtra,Mumbai,Lower Parel,127,152,118,9,4.79,1.04
2026-07-03,02:00:00,Maharashtra,Mumbai,Borivali,77,157,72,5,4.68,1.0
2026-06-23,08:00:00,Maharashtra,Mumbai,Thane,120,83,111,9,5.87,1.18
2026-07-14,06:00:00,Maharashtra,Mumbai,Bandra,95,121,87,8,5.96,1.04
2026-05-31,02:00:00,Maharashtra,Mumbai,Thane,35,110,34,1,4.5,1.0
2026-05-12,21:00:00,Maharashtra,Mumbai,Bandra,82,116,79,3,5.08,1.0
2026-07-23,21:00:00,Maharashtra,Mumbai,Kurla,124,200,116,8,6.14,1.01
2026-05-08,20:00:00,Maharashtra,Mumbai,Kurla,311,245,282,29,7.57,1.18
2026-05-11,09:00:00,Maharashtra,Mumbai,Powai,181,141,161,20,6.53,1.14
2026-05-15,09:00:00,Maharashtra,Mumbai,Kurla,270,237,234,36,5.99,1.11
2026-05-06,04:00:00,Maharashtra,Mumbai,Lower Parel,70,144,64,6,4.1,1.0
2026-07-04,13:00:00,Maharashtra,Mumbai,Powai,130,116,120,10,6.02,1.08
2026-06-19,14:00:00,Maharashtra,Mumbai,Thane,104,119,100,4,5.26,1.0
2026-05-18,10:00:00,Maharashtra,Mumbai,Kurla,125,207,118,7,5.44,1.02
2026-06-01,09:00:00,Maharashtra,Mumbai,Dadar,144,94,125,19,7.87,1.2
2026-05-27,05:00:00,Maharashtra,Mumbai,Borivali,58,186,54,4,5.14,1.0
2026-07-08,22:00:00,Maharashtra,Mumbai,Bandra,96,125,86,10,5.25,1.03
2026-06-11,02:00:00,Maharashtra,Mumbai,Lower Parel,67,133,62,5,4.3,1.07
2026-06-30,21:00:00,Maharashtra,Mumbai,Lower Parel,115,158,108,7,5.23,1.01
,00:00:00,Maharashtra,Mumbai,Lower Parel,54,155,50,4,5.27,
2026-07-05,21:00:00,Maharashtra,Mumbai,Borivali,146,157,134,12,5.59,1.04
2026-05-07,01:00:00,Maharashtra,Mumbai,Dadar,49,99,46,3,4.95,1.01
2026-07-27,14:00:00,Maharashtra,,Thane,103,144,96,7,5.55,1.02
2026-05-10,11:00:00,Maharashtra,Mumbai,Kurla,142,191,137,5,4.57,1.0
2026-07-19,19:00:00,Maharashtra,Mumbai,Kurla,197,211,176,21,6.02,1.05
2026-05-12,16:00:00,Maharashtra,Mumbai,Bandra,86,139,78,8,4.96,1.0
2026-06-06,22:00:00,Maharashtra,Mumbai,Borivali,132,188,122,10,6.13,1.0
2026-05-05,16:00:00,Maharashtra,Mumbai,Dadar,78,95,70,8,6.42,1.03
2026-06-14,09:00:00,Maharashtra,Mumbai,Lower Parel,146,173,143,3,5.85,1.04
2026-05-11,08:00:00,Maharashtra,Mumbai,Bandra,164,110,144,20,7.19,1.16
2026-05-19,01:00:00,Maharashtra,Mumbai,Andheri,58,143,52,6,5.09,1.0
2026-06-12,23:00:00,Maharashtra,Mumbai,Andheri,100,146,93,7,4.75,1.0
2026-05-02,08:00:00,Maharashtra,Mumbai,Kurla,215,191,191,24,5.28,1.11
2026-06-05,01:00:00,Maharashtra,Mumbai,Borivali,73,188,67,6,4.99,1.02
2026-05-07,19:00:00,Maharashtra,Mumbai,Thane,201,122,173,28,8.03,1.21
2026-07-09,10:00:00,Maharashtra,Mumbai,Thane,93,132,84,9,4.57,1.0
2026-05-29,21:00:00,Maharashtra,,Bandra,,95,74,6,6.21,1.0
2026-06-13,07:00:00,Maharashtra,Mumbai,Thane,106,121,96,10,5.68,1.05
2026-05-09,02:00:00,Maharashtra,Mumbai,Borivali,64,143,59,5,5.55,1.0
2026-07-13,17:00:00,Maharashtra,Mumbai,Lower Parel,274,190,246,28,7.3,1.23
2026-07-17,10:00:00,Maharashtra,Mumbai,Thane,66,119,64,2,4.92,1.0
2026-05-10,03:00:00,Maharashtra,Mumbai,Borivali,63,162,57,6,5.0,1.0
2026-05-21,13:00:00,Maharashtra,Mumbai,Andheri,129,157,116,13,5.04,1.04
2026-05-02,17:00:00,Maharashtra,Mumbai,Kurla,246,205,225,21,6.87,1.13
2026-05-05,04:00:00,Maharashtra,Mumbai,Dadar,37,94,37,0,4.6,1.03
2026-05-19,19:00:00,Maharashtra,Mumbai,Kurla,282,230,249,33,,1.19
2026-07-22,23:00:00,Maharashtra,Mumbai,Kurla,96,197,84,12,3.72,1.01
2026-06-27,00:00:00,Maharashtra,Mumbai,Thane,43,107,40,3,4.61,1.0
2026-06-18,08:00:00,Maharashtra,Mumbai,Lower Parel,207,181,188,19,5.78,1.17
2026-05-11,23:00:00,Maharashtra,Mumbai,Dadar,77,96,71,6,5.13,1.02
2026-06-22,19:00:00,Maharashtra,Mumbai,Dadar,136,127,125,11,6.43,1.13
2026-05-27,04:00:00,Maharashtra,Mumbai,Lower Parel,57,157,49,8,5.64,1.0
2026-06-15,02:00:00,Maharashtra,Mumbai,Andheri,53,125,48,5,4.94,1.03
,12:00:00,Maharashtra,Mumbai,Powai,125,154,113,12,5.58,1.05
2026-07-25,15:00:00,Maharashtra,Mumbai,Dadar,64,108,60,4,5.84,1.04
2026-07-05,15:00:00,Maharashtra,Mumbai,Dadar,85,120,82,3,4.32,1.0
2026-06-07,23:00:00,Maharashtra,Mumbai,Lower Parel,112,147,105,7,4.93,1.0
2026-05-16,10:00:00,Maharashtra,Mumbai,Dadar,60,120,55,5,4.33,1.0
2026-07-03,02:00:00,Maharashtra,Mumbai,Powai,62,124,58,4,3.97,1.0
2026-05-27,08:00:00,Maharashtra,Mumbai,Borivali,238,205,207,31,5.57,1.14
,19:00:00,Maharashtra,Mumbai,Borivali,227,196,202,25,7.34,1.11
2026-05-04,22:00:00,Maharashtra,Mumbai,Andheri,106,147,96,10,6.01,1.0
2026-07-01,15:00:00,Maharashtra,Mumbai,Borivali,118,182,102,16,6.75,1.0
2026-05-26,15:00:00,Maharashtra,Mumbai,Thane,73,111,69,4,4.83,1.0
2026-05-26,13:00:00,Maharashtra,Mumbai,Thane,109,129,102,7,6.18,1.04
2026-05-17,03:00:00,Maharashtra,Mumbai,Borivali,67,202,63,4,4.9,1.03
2026-05-05,17:00:00,Maharashtra,Mumbai,Borivali,273,215,250,23,7.81,1.18
2026-05-09,13:00:00,Maharashtra,Mumbai,Kurla,193,221,174,19,6.31,1.02
2026-06-19,02:00:00,Maharashtra,Mumbai,Dadar,50,74,45,5,4.84,1.01
2026-07-06,19:00:00,Maharashtra,Mumbai,Kurla,344,210,294,50,8.19,1.25
2026-06-06,21:00:00,Maharashtra,Mumbai,Borivali,129,168,121,8,5.46,1.0
2026-06-14,09:00:00,Maharashtra,Mumbai,Powai,129,138,117,12,6.07,1.09
2026-05-23,10:00:00,Maharashtra,Mumbai,Borivali,114,165,109,5,4.7,1.01
2026-07-22,18:00:00,Maharashtra,Mumbai,Kurla,265,230,237,28,7.2,1.13
2026-06-05,18:00:00,Maharashtra,Mumbai,Dadar,151,96,133,18,8.55,1.21
2026-07-11,21:00:00,Maharashtra,Mumbai,Kurla,142,228,132,10,5.3,1.0
2026-06-14,11:00:00,Maharashtra,Mumbai,Powai,92,129,85,7,5.61,1.0
2026-06-06,15:00:00,Maharashtra,Mumbai,Thane,86,122,80,6,5.91,1.0
2026-07-12,02:00:00,Maharashtra,Mumbai,Andheri,49,143,45,4,5.18,1.0
2026-07-21,04:00:00,Maharashtra,Mumbai,Andheri,66,149,62,4,5.2,1.0
2026-06-18,14:00:00,Maharashtra,Mumbai,Thane,112,128,104,8,7.0,1.04
2026-05-09,23:00:00,Maharashtra,Mumbai,Bandra,73,119,66,7,4.56,1.05
2026-06-21,03:00:00,Maharashtra,Mumbai,Thane,39,103,36,3,4.93,1.0
2026-07-22,23:00:00,Maharashtra,Mumbai,Andheri,97,127,94,3,4.56,1.0
2026-06-03,15:00:00,Maharashtra,,Kurla,140,196,132,8,5.63,1.0
2026-07-24,23:00:00,Maharashtra,Mumbai,Powai,88,126,80,8,5.07,1.0
2026-07-07,04:00:00,Maharashtra,Mumbai,Dadar,36,105,34,2,5.41,1.0
2026-06-18,22:00:00,Maharashtra,Mumbai,Lower Parel,104,178,95,9,5.06,1.0
2026-07-03,23:00:00,Maharashtra,Mumbai,Kurla,148,211,137,11,5.87,1.0
2026-07-05,00:00:00,Maharashtra,Mumbai,Kurla,,192,77,2,5.57,1.0
2026-06-16,03:00:00,Maharashtra,Mumbai,Kurla,82,176,76,6,3.73,1.0
2026-07-18,22:00:00,Maharashtra,Mumbai,Powai,87,139,82,5,5.61,1.05
2026-05-02,16:00:00,Maharashtra,Mumbai,Borivali,122,186,116,6,5.31,1.0
2026-06-15,21:00:00,Maharashtra,Mumbai,Kurla,115,191,103,12,4.04,1.01
2026-05-23,23:00:00,Maharashtra,Mumbai,Lower Parel,101,167,92,9,4.48,1.02
2026-07-28,14:00:00,Maharashtra,Mumbai,Bandra,109,119,98,11,6.84,1.02
2026-06-02,01:00:00,Maharashtra,Mumbai,Andheri,47,139,46,1,4.54,1.0
2026-06-07,09:00:00,Maharashtra,Mumbai,Borivali,215,176,186,29,6.28,1.13
2026-05-17,11:00:00,Maharashtra,Mumbai,Powai,97,149,84,13,4.36,1.01
2026-05-14,16:00:00,Maharashtra,Mumbai,,147,170,133,14,6.6,1.03
2026-05-04,06:00:00,Maharashtra,Mumbai,Dadar,61,102,56,5,4.74,1.01
2026-06-04,21:00:00,Maharashtra,Mumbai,Lower Parel,126,171,119,7,4.83,1.0
2026-07-13,16:00:00,Maharashtra,Mumbai,Kurla,139,179,124,15,5.29,1.0
2026-06-21,12:00:00,Maharashtra,Mumbai,Kurla,175,220,163,12,6.83,1.05
2026-06-10,04:00:00,Maharashtra,Mumbai,Powai,49,126,47,2,3.68,1.03
2026-07-03,06:00:00,Maharashtra,Mumbai,Kurla,147,185,136,11,4.88,1.0
,10:00:00,Maharashtra,Mumbai,Borivali,125,177,119,6,6.65,1.0
2026-05-30,04:00:00,Maharashtra,Mumbai,Dadar,34,97,30,4,4.81,1.0
2026-05-07,08:00:00,Maharashtra,Mumbai,Bandra,161,,154,7,7.25,1.13
2026-05-22,20:00:00,Maharashtra,Mumbai,Bandra,180,163,164,16,7.05,1.13
2026-06-11,04:00:00,Maharashtra,Mumbai,Bandra,39,113,35,4,5.89,1.0
2026-06-03,15:00:00,Maharashtra,Mumbai,Borivali,146,,132,14,6.18,1.01
2026-07-05,19:00:00,Maharashtra,Mumbai,Borivali,222,221,205,17,6.27,1.11
2026-06-11,15:00:00,Maharashtra,Mumbai,Lower Parel,115,175,106,9,5.26,1.01
2026-05-08,05:00:00,Maharashtra,Mumbai,Lower Parel,57,161,53,4,4.58,1.0
2026-06-04,09:00:00,,Mumbai,Thane,158,116,141,17,6.47,1.17
2026-06-18,20:00:00,Maharashtra,Mumbai,Powai,198,150,164,34,6.16,1.17
2026-07-28,20:00:00,Maharashtra,Mumbai,Lower Parel,263,200,241,22,9.16,1.18
2026-05-11,02:00:00,Maharashtra,Mumbai,Bandra,45,126,45,0,4.96,1.0
2026-07-07,06:00:00,Maharashtra,Mumbai,Powai,125,134,115,10,5.23,1.04
2026-06-23,21:00:00,Maharashtra,Mumbai,Dadar,61,104,53,8,4.1,1.0
2026-06-28,23:00:00,Maharashtra,Mumbai,Thane,70,129,66,4,4.71,1.0
2026-05-05,13:00:00,Maharashtra,Mumbai,Dadar,106,124,95,11,6.38,1.04
2026-06-16,18:00:00,Maharashtra,Mumbai,Powai,195,149,181,14,6.86,1.2
2026-05-05,23:00:00,Maharashtra,Mumbai,Powai,107,141,101,6,5.65,1.02
2026-07-14,13:00:00,Maharashtra,Mumbai,Andheri,128,150,120,8,5.41,1.02
2026-07-28,02:00:00,Maharashtra,Mumbai,Andheri,47,133,40,7,5.78,1.0
2026-06-24,15:00:00,Maharashtra,Mumbai,Lower Parel,99,138,94,5,5.66,1.04
2026-06-27,22:00:00,Maharashtra,Mumbai,Thane,65,122,64,1,4.77,1.0
2026-05-14,08:00:00,Maharashtra,Mumbai,Bandra,170,113,149,21,8.59,1.2
2026-05-13,13:00:00,Maharashtra,Mumbai,Powai,133,143,120,13,6.09,1.05
2026-05-24,07:00:00,Maharashtra,Mumbai,Kurla,176,183,168,8,6.56,1.04
2026-07-01,23:00:00,Maharashtra,Mumbai,Powai,100,133,89,11,5.37,1.04
2026-06-27,15:00:00,Maharashtra,Mumbai,Powai,86,144,79,7,4.99,1.0
2026-06-14,11:00:00,Maharashtra,Mumbai,Andheri,99,126,92,7,4.48,1.0
2026-07-15,13:00:00,Maharashtra,Mumbai,Thane,83,98,77,6,5.45,1.03
2026-07-23,05:00:00,Maharashtra,Mumbai,Andheri,43,98,43,0,3.51,
2026-06-23,21:00:00,Maharashtra,Mumbai,Powai,92,132,88,4,4.52,1.0
2026-05-23,00:00:00,Maharashtra,Mumbai,Dadar,32,94,29,3,6.09,1.01
2026-06-24,18:00:00,Maharashtra,Mumbai,Lower Parel,233,190,220,13,6.31,1.15
2026-07-14,11:00:00,Maharashtra,Mumbai,Lower Parel,107,190,101,6,5.51,1.0
2026-06-15,16:00:00,Maharashtra,Mumbai,Borivali,103,185,98,5,4.58,1.02
,23:00:00,Maharashtra,Mumbai,Andheri,86,142,80,6,5.94,1.01
2026-05-20,12:00:00,Maharashtra,Mumbai,Dadar,82,107,74,8,6.15,1.04
2026-06-21,08:00:00,Maharashtra,Mumbai,Powai,128,140,115,13,5.87,1.06
2026-06-19,17:00:00,Maharashtra,Mumbai,Dadar,143,131,133,10,6.16,1.15
2026-07-24,14:00:00,Maharashtra,Mumbai,Thane,102,125,98,4,6.42,1.02
2026-07-29,04:00:00,Maharashtra,Mumbai,Powai,44,131,41,3,5.41,1.0
2026-07-21,09:00:00,Maharashtra,Mumbai,Bandra,142,131,128,14,6.64,1.07
2026-05-22,03:00:00,Maharashtra,Mumbai,Bandra,46,99,46,0,4.36,1.03
2026-06-25,09:00:00,Maharashtra,Mumbai,Borivali,223,189,203,20,7.22,
2026-06-17,00:00:00,Maharashtra,Mumbai,Andheri,43,139,40,3,3.92,1.0
2026-05-02,03:00:00,Maharashtra,Mumbai,Thane,48,113,46,2,4.92,1.0
2026-07-16,11:00:00,Maharashtra,Mumbai,Borivali,99,156,92,7,6.67,1.0
2026-05-02,11:00:00,Maharashtra,Mumbai,Bandra,85,102,81,4,6.19,1.0
2026-06-19,06:00:00,Maharashtra,Mumbai,Thane,76,129,70,6,4.45,1.02
2026-05-12,07:00:00,Maharashtra,Mumbai,Thane,173,151,156,17,7.59,1.08
2026-05-11,09:00:00,Maharashtra,Mumbai,Kurla,278,223,251,27,7.86,1.19
2026-06-29,15:00:00,Maharashtra,Mumbai,Bandra,81,130,73,8,4.87,1.0
2026-07-11,02:00:00,Maharashtra,Mumbai,Borivali,67,195,60,7,4.04,1.0
2026-06-01,02:00:00,Maharashtra,Mumbai,Andheri,57,131,57,0,2.86,1.03
2026-06-03,03:00:00,Maharashtra,Mumbai,Kurla,74,207,72,2,3.92,1.0
2026-06-15,04:00:00,Maharashtra,Mumbai,Bandra,41,114,37,4,4.34,1.02
2026-07-21,02:00:00,Maharashtra,Mumbai,Powai,49,143,45,4,3.73,1.0
2026-07-13,02:00:00,Maharashtra,Mumbai,Kurla,90,169,84,6,4.81,1.02
2026-06-11,11:00:00,Maharashtra,Mumbai,Powai,84,139,81,3,4.92,1.02
2026-06-10,09:00:00,Maharashtra,Mumbai,Lower Parel,261,177,235,26,7.54,1.16
2026-05-24,23:00:00,Maharashtra,Mumbai,Borivali,120,174,113,7,5.8,1.03
2026-07-11,08:00:00,Maharashtra,Mumbai,Powai,,152,133,9,6.81,1.08
2026-05-19,05:00:00,Maharashtra,Mumbai,Andheri,49,138,45,4,4.01,1.02
2026-07-04,22:00:00,Maharashtra,Mumbai,Powai,108,141,99,9,5.73,1.0
2026-06-22,08:00:00,Maharashtra,Mumbai,Bandra,124,155,112,12,5.84,1.05
2026-06-23,04:00:00,Maharashtra,Mumbai,Andheri,45,138,42,3,4.09,1.04
2026-07-21,19:00:00,Maharashtra,Mumbai,Kurla,261,210,238,23,6.97,1.19
2026-05-17,07:00:00,Maharashtra,Mumbai,Andheri,130,124,124,6,6.06,1.02
2026-06-29,20:00:00,Maharashtra,Mumbai,Thane,189,100,161,28,8.25,1.29
2026-05-13,16:00:00,Maharashtra,Mumbai,Thane,66,,62,4,5.31,1.01
2026-07-12,03:00:00,Maharashtra,Mumbai,Kurla,72,177,66,6,4.52,1.0
2026-05-02,19:00:00,Maharashtra,Mumbai,Bandra,142,132,132,10,6.3,1.09
2026-07-25,06:00:00,Maharashtra,Mumbai,Lower Parel,95,172,88,7,6.09,1.0
2026-05-08,21:00:00,Maharashtra,Mumbai,Borivali,135,207,120,15,5.48,1.0
2026-05-09,13:00:00,Maharashtra,Mumbai,Dadar,115,101,106,9,6.16,1.1
2026-06-14,12:00:00,Maharashtra,Mumbai,Powai,139,123,120,19,6.71,1.09
2026-06-30,14:00:00,Maharashtra,Mumbai,Andheri,119,137,112,7,6.68,1.02
2026-05-08,12:00:00,Maharashtra,Mumbai,Lower Parel,184,169,171,13,5.78,1.09
2026-06-03,17:00:00,Maharashtra,Mumbai,Lower Parel,259,178,221,38,8.51,1.17
2026-07-12,16:00:00,Maharashtra,Mumbai,Bandra,71,137,63,8,4.27,1.0
2026-07-14,14:00:00,Maharashtra,Mumbai,Borivali,165,188,149,16,5.07,1.02
2026-07-16,19:00:00,Maharashtra,Mumbai,Powai,184,154,162,22,6.87,1.11
2026-05-22,19:00:00,Maharashtra,Mumbai,Andheri,200,176,181,19,6.54,1.1
2026-05-19,07:00:00,Maharashtra,Mumbai,Dadar,132,113,115,17,7.71,1.15
2026-07-29,10:00:00,Maharashtra,Mumbai,Borivali,113,175,111,2,5.4,1.0
2026-06-19,19:00:00,Maharashtra,Mumbai,Kurla,285,230,256,29,7.12,1.16
2026-07-17,18:00:00,Maharashtra,Mumbai,Thane,161,140,146,15,6.8,1.15
2026-05-01,02:00:00,Maharashtra,Mumbai,Dadar,36,114,33,3,3.99,1.0
2026-07-03,07:00:00,Maharashtra,Mumbai,Bandra,167,131,155,12,7.57,1.15
2026-07-26,20:00:00,Maharashtra,Mumbai,Borivali,192,181,176,16,5.81,1.09
2026-07-20,04:00:00,Maharashtra,Mumbai,Powai,55,111,53,2,5.12,1.09
2026-06-24,03:00:00,Maharashtra,Mumbai,Lower Parel,55,157,54,1,5.15,1.0
2026-05-28,16:00:00,Maharashtra,Mumbai,Dadar,74,97,68,6,6.53,1.03
2026-07-17,02:00:00,Maharashtra,Mumbai,Andheri,48,150,43,5,4.65,1.02
2026-07-13,15:00:00,Maharashtra,Mumbai,Powai,90,135,84,6,5.26,1.01
2026-05-31,09:00:00,Maharashtra,Mumbai,Dadar,112,107,104,8,5.77,1.06
2026-06-26,20:00:00,Maharashtra,Mumbai,Kurla,281,220,251,30,7.96,1.12
2026-06-28,20:00:00,Maharashtra,Mumbai,Dadar,116,93,101,15,6.58,1.11
2026-07-01,16:00:00,Maharashtra,Mumbai,Bandra,78,109,74,4,3.86,1.02
2026-07-26,11:00:00,Maharashtra,Mumbai,Kurla,134,210,129,5,5.03,1.02
2026-06-25,04:00:00,Maharashtra,Mumbai,Bandra,40,122,38,2,3.85,1.04
2026-05-14,11:00:00,Maharashtra,Mumbai,Andheri,111,156,102,9,5.35,1.02
2026-06-06,17:00:00,Maharashtra,Mumbai,Andheri,169,161,152,17,6.02,1.07
2026-06-12,23:00:00,Maharashtra,Mumbai,Bandra,70,119,66,4,5.4,1.03
2026-07-25,01:00:00,Maharashtra,Mumbai,Powai,48,137,45,3,4.39,1.0
2026-05-17,19:00:00,Maharashtra,Mumbai,Dadar,113,101,107,6,5.62,1.09
2026-07-10,17:00:00,Maharashtra,Mumbai,Bandra,200,142,181,19,7.14,1.25
2026-06-10,03:00:00,Maharashtra,Mumbai,Kurla,71,179,64,7,5.65,1.0
2026-07-02,00:00:00,Maharashtra,Mumbai,Powai,50,137,45,5,4.51,1.03
2026-06-13,20:00:00,Maharashtra,Mumbai,Andheri,177,159,169,8,6.32,1.09
2026-07-09,16:00:00,Maharashtra,Mumbai,Powai,113,149,106,7,5.31,1.0
2026-07-10,10:00:00,Maharashtra,Mumbai,Lower Parel,129,146,117,12,5.59,1.05
2026-07-22,14:00:00,Maharashtra,Mumbai,Lower Parel,138,147,132,6,6.07,1.05
2026-05-11,21:00:00,Maharashtra,Mumbai,Thane,76,115,72,4,5.82,1.04
2026-07-08,23:00:00,Maharashtra,Mumbai,Bandra,90,116,82,8,5.52,1.0
2026-06-09,17:00:00,Maharashtra,Mumbai,Andheri,233,163,215,18,6.9,1.21
2026-06-01,15:00:00,Maharashtra,Mumbai,Kurla,123,218,111,12,5.15,1.0
2026-05-11,09:00:00,Maharashtra,Mumbai,Borivali,246,184,215,31,6.71,1.16
2026-05-13,10:00:00,Maharashtra,Mumbai,Borivali,124,177,114,10,5.77,1.01
2026-07-10,19:00:00,Maharashtra,Mumbai,Powai,200,146,177,23,6.94,1.17
2026-07-18,22:00:00,Maharashtra,Mumbai,Borivali,116,194,105,11,4.95,1.02
2026-06-15,04:00:00,Maharashtra,Mumbai,Kurla,73,184,68,5,5.16,1.0
2026-05-29,22:00:00,Maharashtra,Mumbai,Borivali,106,196,98,8,4.95,1.0
2026-07-07,06:00:00,Maharashtra,Mumbai,Andheri,112,131,101,11,4.85,1.01
2026-06-18,08:00:00,Maharashtra,Mumbai,Borivali,250,191,221,29,6.5,1.14
2026-05-06,14:00:00,Maharashtra,Mumbai,Lower Parel,180,185,162,18,4.47,1.05
2026-07-13,,Maharashtra,Mumbai,Powai,217,167,191,26,7.1,1.14
2026-05-30,01:00:00,Maharashtra,Mumbai,Bandra,45,132,42,3,5.14,1.0
2026-05-26,03:00:00,Maharashtra,Mumbai,Dadar,33,93,32,1,4.77,1.02
2026-07-05,12:00:00,Maharashtra,Mumbai,Thane,133,123,125,8,6.18,1.1
